FWR=0.0P=0.6
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.3P=0.2
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,912.385+-519.143,306.486+-212.776,404.920+-228.967,147.715+-112.788,80/100,11/100,9/100
laggy,906.789+-530.408,302.328+-212.470,398.510+-227.717,151.110+-136.003,80/100,12/100,8/100
noisy,905.236+-509.250,295.617+-216.162,456.810+-284.464,192.650+-141.474,78/100,7/100,15/100
random,186.933+-471.812,52.984+-172.582,457.400+-352.722,319.545+-262.130,18/100,42/100,40/100
zero,187.474+-469.978,54.820+-157.910,420.090+-300.247,237.627+-186.613,18/100,40/100,42/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,872.776+-544.668,330.612+-239.251,369.730+-229.880,0.000+-0.000,77/100,14/100,9/100
laggy,860.814+-556.110,330.794+-240.932,367.340+-231.979,0.000+-0.000,76/100,15/100,9/100
noisy,679.214+-595.331,153.692+-174.763,574.690+-302.268,0.000+-0.000,59/100,19/100,22/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.7P=0.85
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,375.725+-557.138,105.607+-172.928,593.990+-317.331,655.650+-415.946,33/100,14/100,53/100
laggy,344.613+-553.811,97.518+-166.573,604.980+-321.754,715.574+-483.638,31/100,16/100,53/100
noisy,319.371+-571.314,92.865+-188.234,518.260+-316.160,535.437+-331.542,30/100,25/100,45/100
random,225.535+-477.157,62.413+-143.755,621.580+-335.421,623.607+-334.845,20/100,18/100,62/100
zero,295.873+-530.136,79.042+-161.986,632.210+-308.582,439.176+-215.139,27/100,17/100,56/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,894.375+-532.511,333.824+-235.965,371.700+-230.394,0.000+-0.000,79/100,13/100,8/100
laggy,77.890+-558.061,-6.006+-254.296,240.840+-140.713,0.000+-0.000,19/100,80/100,1/100
noisy,-115.617+-92.734,-94.895+-65.327,121.420+-32.898,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,269.019+-513.100,79.918+-166.084,613.380+-337.983,0.000+-0.000,24/100,17/100,59/100
"
"
FWR=0.4P=0.4
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,867.792+-527.568,280.376+-207.867,434.290+-258.970,249.638+-230.094,75/100,8/100,17/100
laggy,902.628+-501.233,274.392+-189.177,447.240+-260.550,254.508+-237.485,78/100,6/100,16/100
noisy,785.535+-547.964,255.309+-211.053,464.710+-287.252,340.003+-258.060,67/100,8/100,25/100
random,240.765+-527.040,75.533+-177.147,572.740+-338.381,497.886+-295.757,23/100,22/100,55/100
zero,289.683+-556.128,88.988+-175.796,578.850+-342.039,379.830+-238.448,27/100,22/100,51/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,873.803+-544.483,330.527+-237.066,363.570+-225.374,0.000+-0.000,77/100,15/100,8/100
noisy,47.188+-215.701,-5.959+-74.361,649.520+-417.371,0.000+-0.000,2/100,40/100,58/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.7P=0.4
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,355.792+-553.812,102.616+-171.500,581.830+-326.726,644.069+-438.793,31/100,12/100,57/100
laggy,334.046+-532.416,93.326+-159.656,535.020+-310.206,616.918+-457.038,29/100,19/100,52/100
noisy,324.780+-544.723,96.016+-173.727,617.050+-328.905,666.269+-387.611,29/100,13/100,58/100
random,328.039+-557.654,98.347+-175.925,585.480+-334.436,591.063+-341.435,30/100,18/100,52/100
zero,273.336+-487.614,66.339+-130.235,622.490+-324.458,429.408+-226.751,23/100,12/100,65/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,873.803+-544.483,330.527+-237.066,363.570+-225.374,0.000+-0.000,77/100,15/100,8/100
noisy,47.188+-215.701,-5.959+-74.361,649.520+-417.371,0.000+-0.000,2/100,40/100,58/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.6P=0.85
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,408.151+-562.455,121.493+-183.377,579.430+-313.608,602.346+-404.414,35/100,12/100,53/100
laggy,352.218+-554.128,98.663+-164.664,588.450+-316.849,634.035+-420.394,31/100,15/100,54/100
noisy,372.042+-546.743,101.379+-171.286,602.650+-312.351,608.919+-322.674,32/100,16/100,52/100
random,287.887+-516.096,83.224+-162.349,613.420+-331.122,605.749+-327.676,25/100,13/100,62/100
zero,347.433+-546.305,97.709+-171.546,555.950+-317.232,387.289+-228.888,30/100,16/100,54/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,894.375+-532.511,333.824+-235.965,371.700+-230.394,0.000+-0.000,79/100,13/100,8/100
laggy,77.890+-558.061,-6.006+-254.296,240.840+-140.713,0.000+-0.000,19/100,80/100,1/100
noisy,-115.617+-92.734,-94.895+-65.327,121.420+-32.898,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,269.019+-513.100,79.918+-166.084,613.380+-337.983,0.000+-0.000,24/100,17/100,59/100
"
"
FWR=0.6P=0.9
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,381.502+-574.915,106.894+-174.162,617.700+-309.524,640.729+-407.004,34/100,13/100,53/100
laggy,407.326+-561.096,131.892+-196.090,534.820+-314.202,586.716+-415.007,35/100,15/100,50/100
noisy,341.825+-548.826,103.873+-178.318,570.230+-319.300,570.918+-319.501,30/100,13/100,57/100
random,312.565+-508.928,90.321+-162.041,630.210+-337.583,629.338+-342.384,26/100,10/100,64/100
zero,292.616+-523.681,74.465+-145.623,660.100+-314.634,450.943+-230.242,26/100,13/100,61/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,-173.423+-426.195,-167.902+-253.401,186.200+-112.111,0.000+-0.000,7/100,93/100,0/100
noisy,-123.980+-90.443,-109.840+-81.741,116.950+-31.084,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.3P=0.8
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,912.845+-515.216,308.452+-214.926,404.130+-229.488,147.556+-112.226,80/100,11/100,9/100
laggy,868.477+-543.182,274.847+-216.339,417.050+-245.560,169.850+-111.119,76/100,15/100,9/100
noisy,412.955+-577.663,142.730+-216.352,414.030+-321.316,273.543+-230.641,36/100,37/100,27/100
random,165.000+-484.802,47.057+-174.408,434.180+-336.685,297.059+-238.765,18/100,49/100,33/100
zero,169.370+-477.625,43.925+-152.018,464.580+-334.778,255.781+-197.501,18/100,43/100,39/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,410.252+-667.692,121.273+-277.590,311.820+-200.662,0.000+-0.000,43/100,53/100,4/100
noisy,-101.956+-98.303,-85.932+-74.931,120.040+-32.827,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.9P=0.6
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,326.715+-527.597,87.443+-150.757,575.470+-297.852,651.206+-426.906,28/100,17/100,55/100
laggy,279.011+-523.289,80.799+-166.634,634.540+-332.938,775.917+-512.142,25/100,13/100,62/100
noisy,281.519+-543.468,77.759+-157.189,611.940+-312.162,643.588+-340.898,26/100,15/100,59/100
random,288.149+-502.744,74.951+-140.749,579.460+-317.971,584.378+-319.728,24/100,16/100,60/100
zero,237.282+-484.175,56.766+-129.639,602.250+-311.484,431.027+-234.148,21/100,19/100,60/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,909.459+-519.806,328.872+-224.430,365.520+-213.995,0.000+-0.000,80/100,14/100,6/100
noisy,-19.727+-114.716,-21.468+-58.757,274.900+-325.068,0.000+-0.000,0/100,84/100,16/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.2P=0.8
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,845.988+-549.352,303.333+-234.694,407.780+-259.539,86.942+-62.632,74/100,14/100,12/100
laggy,684.008+-616.050,225.665+-237.908,352.380+-235.754,88.880+-57.425,61/100,31/100,8/100
noisy,68.774+-359.379,1.283+-117.347,172.380+-147.858,66.516+-66.051,9/100,89/100,2/100
random,-64.653+-245.659,-65.445+-123.892,186.700+-197.500,78.245+-91.997,3/100,92/100,5/100
zero,-82.126+-216.767,-72.848+-116.844,207.070+-210.812,84.928+-101.818,2/100,88/100,10/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,894.375+-532.511,333.824+-235.965,371.700+-230.394,0.000+-0.000,79/100,13/100,8/100
laggy,479.623+-673.337,161.704+-273.355,304.660+-193.456,0.000+-0.000,48/100,49/100,3/100
noisy,-101.956+-98.302,-85.932+-74.931,120.040+-32.827,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,269.019+-513.100,79.918+-166.084,613.380+-337.983,0.000+-0.000,24/100,17/100,59/100
"
"
FWR=0.4P=0.7
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,867.792+-527.568,280.376+-207.867,434.290+-258.970,249.638+-230.094,75/100,8/100,17/100
laggy,890.606+-511.648,278.810+-206.165,457.510+-270.800,286.491+-266.853,77/100,8/100,15/100
noisy,615.376+-582.219,193.797+-209.967,553.330+-321.211,468.867+-289.739,52/100,8/100,40/100
random,216.310+-475.284,75.207+-180.223,584.150+-352.399,511.430+-320.344,19/100,19/100,62/100
zero,289.683+-556.128,88.988+-175.796,578.850+-342.039,379.830+-238.448,27/100,22/100,51/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,812.399+-578.075,278.316+-237.589,359.420+-217.447,0.000+-0.000,72/100,22/100,6/100
noisy,-62.682+-105.762,-46.542+-67.318,156.740+-130.591,0.000+-0.000,0/100,99/100,1/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.6P=0.4
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,381.502+-574.915,106.894+-174.162,617.700+-309.524,640.729+-407.004,34/100,13/100,53/100
laggy,324.789+-529.538,94.434+-164.499,609.430+-326.181,709.733+-481.420,28/100,12/100,60/100
noisy,384.521+-572.911,113.884+-181.575,576.650+-321.194,604.848+-388.845,34/100,16/100,50/100
random,303.307+-538.920,75.799+-148.475,653.330+-321.535,653.755+-323.714,27/100,13/100,60/100
zero,292.616+-523.681,74.465+-145.623,660.100+-314.634,450.943+-230.242,26/100,13/100,61/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,873.803+-544.483,330.527+-237.066,363.570+-225.374,0.000+-0.000,77/100,15/100,8/100
noisy,47.188+-215.701,-5.959+-74.361,649.520+-417.371,0.000+-0.000,2/100,40/100,58/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.8P=0.2
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,349.110+-562.840,101.096+-182.617,564.450+-317.540,638.787+-449.023,31/100,16/100,53/100
laggy,293.212+-526.328,84.727+-161.058,591.230+-325.372,650.439+-445.094,26/100,19/100,55/100
noisy,254.757+-494.311,68.691+-151.098,622.470+-325.145,692.043+-426.863,22/100,16/100,62/100
random,334.748+-536.527,92.097+-172.801,603.640+-318.332,610.933+-321.277,29/100,17/100,54/100
zero,324.454+-544.667,90.249+-166.920,619.920+-324.872,431.305+-246.351,29/100,17/100,54/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,882.679+-539.138,331.420+-238.090,369.770+-229.547,0.000+-0.000,78/100,14/100,8/100
laggy,860.605+-556.227,326.583+-240.249,372.300+-233.099,0.000+-0.000,76/100,15/100,9/100
noisy,669.482+-595.705,151.159+-175.686,581.360+-309.590,0.000+-0.000,58/100,18/100,24/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=1.0P=0.8
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,395.252+-547.898,106.847+-165.974,615.980+-324.189,675.327+-452.233,34/100,14/100,52/100
laggy,275.368+-530.361,70.256+-146.363,601.770+-311.890,708.038+-451.604,25/100,20/100,55/100
noisy,239.215+-517.055,68.506+-150.488,600.970+-329.764,622.257+-344.617,22/100,17/100,61/100
random,326.814+-556.668,84.150+-158.511,618.620+-316.554,621.313+-312.439,30/100,16/100,54/100
zero,305.380+-534.003,85.969+-168.671,606.960+-317.514,412.800+-220.930,27/100,16/100,57/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,872.776+-544.668,330.612+-239.251,369.730+-229.880,0.000+-0.000,77/100,14/100,9/100
laggy,479.617+-687.119,155.674+-275.051,295.280+-176.808,0.000+-0.000,49/100,50/100,1/100
noisy,-101.956+-98.302,-85.932+-74.931,120.040+-32.827,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,288.510+-514.936,88.761+-167.680,627.790+-327.773,0.000+-0.000,25/100,14/100,61/100
"
"
FWR=0.7P=0.8
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,375.725+-557.138,105.607+-172.928,593.990+-317.331,655.650+-415.946,33/100,14/100,53/100
laggy,320.309+-525.009,81.123+-153.246,631.980+-319.842,715.025+-458.562,28/100,16/100,56/100
noisy,380.212+-567.015,108.994+-175.880,575.230+-320.288,591.867+-338.266,34/100,19/100,47/100
random,229.489+-484.233,58.662+-136.410,642.820+-330.097,643.979+-327.620,21/100,16/100,63/100
zero,295.873+-530.136,79.042+-161.986,632.210+-308.582,439.176+-215.139,27/100,17/100,56/100
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Not Assisted
expert,894.375+-532.511,333.824+-235.965,371.700+-230.394,0.000+-0.000,79/100,13/100,8/100
laggy,479.623+-673.337,161.704+-273.355,304.660+-193.456,0.000+-0.000,48/100,49/100,3/100
noisy,-101.956+-98.302,-85.932+-74.931,120.040+-32.827,0.000+-0.000,0/100,100/100,0/100
random,-217.436+-141.052,-210.230+-140.976,106.170+-28.690,0.000+-0.000,0/100,100/100,0/100
zero,-148.208+-37.806,-218.691+-63.418,69.860+-12.788,0.000+-0.000,0/100,100/100,0/100
~di_na,269.019+-513.100,79.918+-166.084,613.380+-337.983,0.000+-0.000,24/100,17/100,59/100
"
"
FWR=0.5P=0.4
actor,reward,avg_reward,ep length,action diffs,success,game over,floating,Assisted
expert,625.006+-596.891,201.112+-217.642,482.230+-287.874,413.663+-353.366,54/100,14/100,32/100
